时间,是否始发站,是否终到站
05:34,0,0
05:50,0,0
05:59,0,0
06:09,0,0
06:19,0,0
06:27,0,0
06:35,0,0
06:41,0,0
06:47,0,0
06:54,0,0
07:00,0,0
07:07,0,0
07:13,0,0
07:20,0,0
07:26,0,0
07:33,0,0
07:39,0,0
07:45,0,0
07:52,0,0
07:58,0,0
08:05,0,0
08:11,0,0
08:18,0,0
08:24,0,0
08:30,0,0
08:37,0,0
08:43,0,0
08:50,0,0
08:56,0,0
09:03,0,0
09:09,0,0
09:15,0,0
09:22,0,0
09:28,0,0
09:35,0,0
09:41,0,0
09:48,0,0
09:54,0,0
10:00,0,0
10:07,0,0
10:13,0,0
10:20,0,0
10:26,0,0
10:33,0,0
10:39,0,0
10:46,0,0
10:52,0,0
10:58,0,0
11:05,0,0
11:14,0,0
11:18,0,0
11:24,0,0
11:31,0,0
11:37,0,0
11:43,0,0
11:50,0,0
11:56,0,0
12:03,0,0
12:09,0,0
12:16,0,0
12:22,0,0
12:28,0,0
12:35,0,0
12:41,0,0
12:48,0,0
12:54,0,0
13:01,0,0
13:07,0,0
13:13,0,0
13:20,0,0
13:26,0,0
13:33,0,0
13:39,0,0
13:46,0,0
13:52,0,0
13:59,0,0
14:05,0,0
14:14,0,0
14:18,0,0
14:24,0,0
14:31,0,0
14:37,0,0
14:44,0,0
14:50,0,0
14:56,0,0
15:03,0,0
15:09,0,0
15:16,0,0
15:22,0,0
15:29,0,0
15:35,0,0
15:41,0,0
15:48,0,0
15:54,0,0
16:01,0,0
16:07,0,0
16:14,0,0
16:20,0,0
16:26,0,0
16:33,0,0
16:39,0,0
16:46,0,0
16:52,0,0
16:59,0,0
17:05,0,0
17:12,0,0
17:18,0,0
17:24,0,0
17:31,0,0
17:37,0,0
17:44,0,0
17:50,0,0
17:57,0,0
18:03,0,0
18:09,0,0
18:16,0,0
18:22,0,0
18:29,0,0
18:35,0,0
18:42,0,0
18:48,0,0
18:54,0,0
19:01,0,0
19:07,0,0
19:14,0,0
19:20,0,0
19:27,0,0
19:33,0,0
19:39,0,0
19:46,0,0
19:52,0,0
19:59,0,0
20:05,0,0
20:12,0,0
20:18,0,0
20:25,0,0
20:31,0,0
20:37,0,0
20:44,0,0
20:50,0,0
20:57,0,0
21:03,0,0
21:10,0,0
21:16,0,0
21:22,0,0
21:29,0,0
21:35,0,0
21:42,0,0
21:48,0,0
21:55,0,0
22:01,0,0
22:07,0,0
22:14,0,1
22:20,0,0
22:27,0,0
22:33,0,0
22:40,0,1
22:46,0,0
22:55,0,0
23:05,0,1
23:13,0,1
23:22,0,1
23:31,0,1
23:40,0,1
