起始站名,目的站名,距离（米）
大钟寺,西直门,2839
知春路,大钟寺,1206
五道口,知春路,1829
上地,五道口,4866
清河站,上地,1018
西二旗,清河站,1545
龙泽,西二旗,3623
回龙观,龙泽,1423
霍营,回龙观,2110
立水桥,霍营,4786
北苑,立水桥,2272
望京西,北苑,6720
芍药居,望京西,2152
光熙门,芍药居,1110
柳芳,光熙门,1135
东直门,柳芳,1769
