起始站名,目的站名,距离（米）
牡丹园,北太平庄,920
北太平庄,牡丹园,920
北太平庄,积水潭,2450
积水潭,北太平庄,2450
积水潭,平安里,1590
平安里,积水潭,1590
平安里,太平桥,2710
太平桥,平安里,2710
太平桥,牛街,2140
牛街,太平桥,2140
牛街,景风门,2960
景风门,牛街,2960
景风门,草桥,2680
草桥,景风门,2680
草桥,新发地,2650
新发地,草桥,2650
新发地,新宫,2740
新宫,新发地,2740
